,URI,Alias,Type,Experiment,Species,Variety,ExperimentModalities,Repetition
155,test/your installation/156/DZ_PG_50/ZM4363/WD1/1/DIA2017-05-19,156/DZ_PG_50/ZM4363/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG233,WD1,1
156,test/your installation/157/DZ_PG_68/ZM4395/WD1/1/DIA2017-05-19,157/DZ_PG_68/ZM4395/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG311,WD1,1
157,test/your installation/158/DZ_PG_06/ZM4376/WD1/1/DIA2017-05-19,158/DZ_PG_06/ZM4376/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG029,WD1,1
158,test/your installation/159/DZ_PG_66/ZM4391/WD1/1/DIA2017-05-19,159/DZ_PG_66/ZM4391/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG318,WD1,1
159,test/your installation/160/DZ_PG_16/ZM4359/WD1/1/DIA2017-05-19,160/DZ_PG_16/ZM4359/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG109,WD1,1
160,test/your installation/161/DZ_PG_52/ZM4370/WD1/1/DIA2017-05-19,161/DZ_PG_52/ZM4370/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG239,WD1,1
161,test/your installation/162/DZ_PG_19/ZM4367/WD1/1/DIA2017-05-19,162/DZ_PG_19/ZM4367/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG117,WD1,1
162,test/your installation/163/DKC4590/XXXX/WD1/1/DIA2017-05-19,163/DKC4590/XXXX/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD1,1
163,test/your installation/164/DZ_PG_17/ZM4348/WD1/1/DIA2017-05-19,164/DZ_PG_17/ZM4348/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG110,WD1,1
164,test/your installation/165/DZ_PG_62/ZM4393/WD1/1/DIA2017-05-19,165/DZ_PG_62/ZM4393/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG303,WD1,1
165,test/your installation/166/DZ_PG_02/ZM4356/WD1/1/DIA2017-05-19,166/DZ_PG_02/ZM4356/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG007,WD1,1
166,test/your installation/167/DZ_PG_26/ZM4387/WD1/1/DIA2017-05-19,167/DZ_PG_26/ZM4387/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG138,WD1,1
167,test/your installation/168/DZ_PG_51/ZM4350/WD1/1/DIA2017-05-19,168/DZ_PG_51/ZM4350/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG234,WD1,1
168,test/your installation/169/DZ_PG_35/ZM4358/WD1/1/DIA2017-05-19,169/DZ_PG_35/ZM4358/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG164,WD1,1
169,test/your installation/170/DZ_PG_37/ZM4364/WD1/1/DIA2017-05-19,170/DZ_PG_37/ZM4364/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG167,WD1,1
170,test/your installation/171/DZ_PG_03/ZM4377/WD1/1/DIA2017-05-19,171/DZ_PG_03/ZM4377/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG017,WD1,1
171,test/your installation/172/DZ_PG_08/ZM4343/WD1/1/DIA2017-05-19,172/DZ_PG_08/ZM4343/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG063,WD1,1
172,test/your installation/173/DZ_PG_62/ZM4393/WD1/1/DIA2017-05-19,173/DZ_PG_62/ZM4393/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG303,WD1,1
173,test/your installation/174/DZ_PG_05/ZM4357/WD1/1/DIA2017-05-19,174/DZ_PG_05/ZM4357/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG026,WD1,1
174,test/your installation/175/DKC4590/XXXX/WD1/1/DIA2017-05-19,175/DKC4590/XXXX/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD1,1
175,test/your installation/176/DKC4590/XXXX/WD1/1/DIA2017-05-19,176/DKC4590/XXXX/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD1,1
176,test/your installation/177/DZ_PG_23/ZM4388/WD1/1/DIA2017-05-19,177/DZ_PG_23/ZM4388/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG128,WD1,1
177,test/your installation/178/DZ_PG_30/ZM4361/WD1/1/DIA2017-05-19,178/DZ_PG_30/ZM4361/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG152,WD1,1
178,test/your installation/179/DZ_PG_69/ZM4396/WD1/1/DIA2017-05-19,179/DZ_PG_69/ZM4396/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG312,WD1,1
179,test/your installation/180/DZ_PG_49/ZM4389/WD1/1/DIA2017-05-19,180/DZ_PG_49/ZM4389/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG228,WD1,1
180,test/your installation/181/DZ_PG_45/ZM4385/WD1/1/DIA2017-05-19,181/DZ_PG_45/ZM4385/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG194,WD1,1
181,test/your installation/182/DZ_PG_67/ZM4394/WD1/1/DIA2017-05-19,182/DZ_PG_67/ZM4394/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG310,WD1,1
182,test/your installation/183/DZ_PG_45/ZM4385/WD1/1/DIA2017-05-19,183/DZ_PG_45/ZM4385/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG194,WD1,1
183,test/your installation/184/DZ_PG_41/ZM4378/WD1/1/DIA2017-05-19,184/DZ_PG_41/ZM4378/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG181,WD1,1
184,test/your installation/185/DZ_PG_32/ZM4352/WD1/1/DIA2017-05-19,185/DZ_PG_32/ZM4352/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG155,WD1,1
185,test/your installation/186/DZ_PG_54/ZM4346/WD1/1/DIA2017-05-19,186/DZ_PG_54/ZM4346/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG116,WD1,1
186,test/your installation/187/DZ_PG_24/ZM4342/WD1/1/DIA2017-05-19,187/DZ_PG_24/ZM4342/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG131,WD1,1
187,test/your installation/188/DZ_PG_07/ZM4351/WD1/1/DIA2017-05-19,188/DZ_PG_07/ZM4351/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG062,WD1,1
188,test/your installation/189/DZ_PG_67/ZM4394/WD1/1/DIA2017-05-19,189/DZ_PG_67/ZM4394/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG310,WD1,1
189,test/your installation/190/DZ_PG_44/ZM4369/WD1/1/DIA2017-05-19,190/DZ_PG_44/ZM4369/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG189,WD1,1
190,test/your installation/191/DZ_PG_63/ZM4392/WD1/1/DIA2017-05-19,191/DZ_PG_63/ZM4392/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG304,WD1,1
191,test/your installation/192/DZ_PG_69/ZM4396/WD1/1/DIA2017-05-19,192/DZ_PG_69/ZM4396/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG312,WD1,1
192,test/your installation/193/DZ_PG_20/ZM4344/WD1/1/DIA2017-05-19,193/DZ_PG_20/ZM4344/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG119,WD1,1
193,test/your installation/194/DZ_PG_04/ZM4366/WD1/1/DIA2017-05-19,194/DZ_PG_04/ZM4366/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG321,WD1,1
194,test/your installation/195/DZ_PG_14/ZM4375/WD1/1/DIA2017-05-19,195/DZ_PG_14/ZM4375/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG101,WD1,1
195,test/your installation/196/DZ_PG_25/ZM4382/WD1/2/DIA2017-05-19,196/DZ_PG_25/ZM4382/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG136,WD1,2
196,test/your installation/197/DZ_PG_19/ZM4367/WD1/2/DIA2017-05-19,197/DZ_PG_19/ZM4367/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG117,WD1,2
197,test/your installation/198/DZ_PG_31/ZM4347/WD1/2/DIA2017-05-19,198/DZ_PG_31/ZM4347/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG153,WD1,2
198,test/your installation/199/DZ_PG_35/ZM4358/WD1/2/DIA2017-05-19,199/DZ_PG_35/ZM4358/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG164,WD1,2
199,test/your installation/200/DZ_PG_17/ZM4348/WD1/2/DIA2017-05-19,200/DZ_PG_17/ZM4348/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG110,WD1,2
200,test/your installation/201/DZ_PG_24/ZM4342/WD1/2/DIA2017-05-19,201/DZ_PG_24/ZM4342/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG131,WD1,2
201,test/your installation/202/DZ_PG_34/ZM4384/WD1/2/DIA2017-05-19,202/DZ_PG_34/ZM4384/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG159,WD1,2
202,test/your installation/203/DZ_PG_50/ZM4363/WD1/2/DIA2017-05-19,203/DZ_PG_50/ZM4363/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG233,WD1,2
203,test/your installation/204/DZ_PG_04/ZM4366/WD1/2/DIA2017-05-19,204/DZ_PG_04/ZM4366/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG321,WD1,2
204,test/your installation/205/DZ_PG_49/ZM4389/WD1/2/DIA2017-05-19,205/DZ_PG_49/ZM4389/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG228,WD1,2
205,test/your installation/206/DZ_PG_21/ZM4360/WD1/2/DIA2017-05-19,206/DZ_PG_21/ZM4360/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG120,WD1,2
206,test/your installation/207/DZ_PG_69/ZM4396/WD1/2/DIA2017-05-19,207/DZ_PG_69/ZM4396/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG312,WD1,2
207,test/your installation/208/DZ_PG_62/ZM4393/WD1/2/DIA2017-05-19,208/DZ_PG_62/ZM4393/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG303,WD1,2
208,test/your installation/209/DZ_PG_63/ZM4392/WD1/2/DIA2017-05-19,209/DZ_PG_63/ZM4392/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG304,WD1,2
209,test/your installation/210/DZ_PG_01/ZM4381/WD1/2/DIA2017-05-19,210/DZ_PG_01/ZM4381/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG004,WD1,2
210,test/your installation/211/DZ_PG_12/ZM1304_lot1/WD1/2/DIA2017-05-19,211/DZ_PG_12/ZM1304_lot1/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG082,WD1,2
211,test/your installation/212/DZ_PG_69/ZM4396/WD1/2/DIA2017-05-19,212/DZ_PG_69/ZM4396/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG312,WD1,2
212,test/your installation/213/DZ_PG_03/ZM4377/WD1/2/DIA2017-05-19,213/DZ_PG_03/ZM4377/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG017,WD1,2
213,test/your installation/214/DKC4590/XXXX/WD1/2/DIA2017-05-19,214/DKC4590/XXXX/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD1,2
214,test/your installation/215/DKC4590/XXXX/WD1/2/DIA2017-05-19,215/DKC4590/XXXX/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD1,2
215,test/your installation/216/DZ_PG_44/ZM4369/WD1/2/DIA2017-05-19,216/DZ_PG_44/ZM4369/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG189,WD1,2
216,test/your installation/217/DZ_PG_45/ZM4385/WD1/2/DIA2017-05-19,217/DZ_PG_45/ZM4385/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG194,WD1,2
217,test/your installation/218/DZ_PG_33/ZM4353/WD1/2/DIA2017-05-19,218/DZ_PG_33/ZM4353/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG158,WD1,2
218,test/your installation/219/DZ_PG_52/ZM4370/WD1/2/DIA2017-05-19,219/DZ_PG_52/ZM4370/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG239,WD1,2
219,test/your installation/220/DZ_PG_45/ZM4385/WD1/2/DIA2017-05-19,220/DZ_PG_45/ZM4385/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG194,WD1,2
220,test/your installation/221/DZ_PG_51/ZM4350/WD1/2/DIA2017-05-19,221/DZ_PG_51/ZM4350/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG234,WD1,2
221,test/your installation/222/DZ_PG_47/ZM4362/WD1/2/DIA2017-05-19,222/DZ_PG_47/ZM4362/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG202,WD1,2
222,test/your installation/223/DZ_PG_48/ZM4421/WD1/2/DIA2017-05-19,223/DZ_PG_48/ZM4421/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG216,WD1,2
223,test/your installation/224/DZ_PG_11/ZM4386/WD1/2/DIA2017-05-19,224/DZ_PG_11/ZM4386/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG077,WD1,2
224,test/your installation/225/DZ_PG_43/ZM4380/WD1/2/DIA2017-05-19,225/DZ_PG_43/ZM4380/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG188,WD1,2
225,test/your installation/226/DZ_PG_54/ZM4346/WD1/2/DIA2017-05-19,226/DZ_PG_54/ZM4346/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG116,WD1,2
226,test/your installation/227/DZ_PG_05/ZM4357/WD1/2/DIA2017-05-19,227/DZ_PG_05/ZM4357/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG026,WD1,2
227,test/your installation/228/DKC4590/XXXX/WD1/2/DIA2017-05-19,228/DKC4590/XXXX/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD1,2
228,test/your installation/229/DZ_PG_20/ZM4344/WD1/2/DIA2017-05-19,229/DZ_PG_20/ZM4344/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG119,WD1,2
229,test/your installation/230/DZ_PG_72/ZM4398/WD1/2/DIA2017-05-19,230/DZ_PG_72/ZM4398/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG314,WD1,2
230,test/your installation/231/DZ_PG_41/ZM4378/WD1/2/DIA2017-05-19,231/DZ_PG_41/ZM4378/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG181,WD1,2
231,test/your installation/232/DZ_PG_74/ZM4397/WD1/2/DIA2017-05-19,232/DZ_PG_74/ZM4397/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG313,WD1,2
232,test/your installation/233/DZ_PG_68/ZM4395/WD1/2/DIA2017-05-19,233/DZ_PG_68/ZM4395/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG311,WD1,2
233,test/your installation/234/DZ_PG_37/ZM4364/WD1/2/DIA2017-05-19,234/DZ_PG_37/ZM4364/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG167,WD1,2
234,test/your installation/235/DZ_PG_22/ZM4349/WD1/2/DIA2017-05-19,235/DZ_PG_22/ZM4349/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG121,WD1,2
235,test/your installation/236/DZ_PG_06/ZM4376/WD1/2/DIA2017-05-19,236/DZ_PG_06/ZM4376/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG029,WD1,2
236,test/your installation/237/DZ_PG_53/ZM4345/WD1/2/DIA2017-05-19,237/DZ_PG_53/ZM4345/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG190,WD1,2
237,test/your installation/238/DZ_PG_26/ZM4387/WD1/2/DIA2017-05-19,238/DZ_PG_26/ZM4387/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG138,WD1,2
238,test/your installation/239/DZ_PG_14/ZM4375/WD1/2/DIA2017-05-19,239/DZ_PG_14/ZM4375/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG101,WD1,2
239,test/your installation/240/DZ_PG_55/ZM4355/WD1/2/DIA2017-05-19,240/DZ_PG_55/ZM4355/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG146,WD1,2
240,test/your installation/241/DKC4590/XXXX/WD1/2/DIA2017-05-19,241/DKC4590/XXXX/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD1,2
241,test/your installation/242/DKC4590/XXXX/WD1/2/DIA2017-05-19,242/DKC4590/XXXX/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD1,2
242,test/your installation/243/DZ_PG_30/ZM4361/WD1/2/DIA2017-05-19,243/DZ_PG_30/ZM4361/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG152,WD1,2
243,test/your installation/244/DZ_PG_09/ZM4368/WD1/2/DIA2017-05-19,244/DZ_PG_09/ZM4368/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG066,WD1,2
244,test/your installation/245/DZ_PG_10/ZM4365/WD1/2/DIA2017-05-19,245/DZ_PG_10/ZM4365/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG073,WD1,2
245,test/your installation/246/DZ_PG_66/ZM4391/WD1/2/DIA2017-05-19,246/DZ_PG_66/ZM4391/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG318,WD1,2
246,test/your installation/247/DZ_PG_23/ZM4388/WD1/2/DIA2017-05-19,247/DZ_PG_23/ZM4388/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG128,WD1,2
247,test/your installation/248/DZ_PG_27/ZM4354/WD1/2/DIA2017-05-19,248/DZ_PG_27/ZM4354/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG103,WD1,2
248,test/your installation/249/DZ_PG_62/ZM4393/WD1/2/DIA2017-05-19,249/DZ_PG_62/ZM4393/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG303,WD1,2
249,test/your installation/250/DZ_PG_13/ZM4379/WD1/2/DIA2017-05-19,250/DZ_PG_13/ZM4379/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG089,WD1,2
250,test/your installation/251/DZ_PG_16/ZM4359/WD1/2/DIA2017-05-19,251/DZ_PG_16/ZM4359/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG109,WD1,2
251,test/your installation/252/DZ_PG_32/ZM4352/WD1/2/DIA2017-05-19,252/DZ_PG_32/ZM4352/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG155,WD1,2
252,test/your installation/253/DZ_PG_77/ZM4452/WD1/2/DIA2017-05-19,253/DZ_PG_77/ZM4452/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG169,WD1,2
253,test/your installation/254/DZ_PG_62/ZM4393/WD1/2/DIA2017-05-19,254/DZ_PG_62/ZM4393/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG303,WD1,2
254,test/your installation/255/DZ_PG_02/ZM4356/WD1/2/DIA2017-05-19,255/DZ_PG_02/ZM4356/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG007,WD1,2
255,test/your installation/256/DZ_PG_08/ZM4343/WD1/2/DIA2017-05-19,256/DZ_PG_08/ZM4343/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG063,WD1,2
256,test/your installation/257/DZ_PG_67/ZM4394/WD1/2/DIA2017-05-19,257/DZ_PG_67/ZM4394/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG310,WD1,2
257,test/your installation/258/DZ_PG_40/ZM4390/WD1/2/DIA2017-05-19,258/DZ_PG_40/ZM4390/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG176,WD1,2
258,test/your installation/259/DZ_PG_07/ZM4351/WD1/2/DIA2017-05-19,259/DZ_PG_07/ZM4351/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG062,WD1,2
259,test/your installation/260/DZ_PG_67/ZM4394/WD1/2/DIA2017-05-19,260/DZ_PG_67/ZM4394/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG310,WD1,2
260,test/your installation/261/DZ_PG_51/ZM4350/WD2/1/DIA2017-05-19,261/DZ_PG_51/ZM4350/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG234,WD2,1
261,test/your installation/262/DZ_PG_08/ZM4343/WD2/1/DIA2017-05-19,262/DZ_PG_08/ZM4343/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG063,WD2,1
262,test/your installation/263/DZ_PG_67/ZM4394/WD2/1/DIA2017-05-19,263/DZ_PG_67/ZM4394/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG310,WD2,1
263,test/your installation/264/DZ_PG_43/ZM4380/WD2/1/DIA2017-05-19,264/DZ_PG_43/ZM4380/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG188,WD2,1
264,test/your installation/265/DZ_PG_01/ZM4381/WD2/1/DIA2017-05-19,265/DZ_PG_01/ZM4381/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG004,WD2,1
265,test/your installation/266/DZ_PG_66/ZM4391/WD2/1/DIA2017-05-19,266/DZ_PG_66/ZM4391/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG318,WD2,1
266,test/your installation/267/DZ_PG_69/ZM4396/WD2/1/DIA2017-05-19,267/DZ_PG_69/ZM4396/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG312,WD2,1
267,test/your installation/268/DZ_PG_62/ZM4393/WD2/1/DIA2017-05-19,268/DZ_PG_62/ZM4393/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG303,WD2,1
268,test/your installation/269/DZ_PG_04/ZM4366/WD2/1/DIA2017-05-19,269/DZ_PG_04/ZM4366/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG321,WD2,1
269,test/your installation/270/DZ_PG_48/ZM4421/WD2/1/DIA2017-05-19,270/DZ_PG_48/ZM4421/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG216,WD2,1
270,test/your installation/271/DZ_PG_34/ZM4384/WD2/1/DIA2017-05-19,271/DZ_PG_34/ZM4384/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG159,WD2,1
271,test/your installation/272/DZ_PG_69/ZM4396/WD2/1/DIA2017-05-19,272/DZ_PG_69/ZM4396/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG312,WD2,1
272,test/your installation/273/DZ_PG_02/ZM4356/WD2/1/DIA2017-05-19,273/DZ_PG_02/ZM4356/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG007,WD2,1
273,test/your installation/274/DZ_PG_32/ZM4352/WD2/1/DIA2017-05-19,274/DZ_PG_32/ZM4352/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG155,WD2,1
274,test/your installation/275/DZ_PG_12/ZM1304_lot1/WD2/1/DIA2017-05-19,275/DZ_PG_12/ZM1304_lot1/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG082,WD2,1
275,test/your installation/276/DZ_PG_03/ZM4377/WD2/1/DIA2017-05-19,276/DZ_PG_03/ZM4377/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG017,WD2,1
276,test/your installation/277/DZ_PG_67/ZM4394/WD2/1/DIA2017-05-19,277/DZ_PG_67/ZM4394/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG310,WD2,1
277,test/your installation/278/DZ_PG_30/ZM4361/WD2/1/DIA2017-05-19,278/DZ_PG_30/ZM4361/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG152,WD2,1
278,test/your installation/279/DZ_PG_19/ZM4367/WD2/1/DIA2017-05-19,279/DZ_PG_19/ZM4367/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG117,WD2,1
279,test/your installation/280/DZ_PG_21/ZM4360/WD2/1/DIA2017-05-19,280/DZ_PG_21/ZM4360/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG120,WD2,1
280,test/your installation/281/DZ_PG_55/ZM4355/WD2/1/DIA2017-05-19,281/DZ_PG_55/ZM4355/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG146,WD2,1
281,test/your installation/282/DZ_PG_68/ZM4395/WD2/1/DIA2017-05-19,282/DZ_PG_68/ZM4395/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG311,WD2,1
282,test/your installation/283/DZ_PG_27/ZM4354/WD2/1/DIA2017-05-19,283/DZ_PG_27/ZM4354/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG103,WD2,1
283,test/your installation/284/DZ_PG_41/ZM4378/WD2/1/DIA2017-05-19,284/DZ_PG_41/ZM4378/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG181,WD2,1
284,test/your installation/285/DZ_PG_63/ZM4392/WD2/1/DIA2017-05-19,285/DZ_PG_63/ZM4392/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG304,WD2,1
285,test/your installation/286/DZ_PG_09/ZM4368/WD2/1/DIA2017-05-19,286/DZ_PG_09/ZM4368/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG066,WD2,1
286,test/your installation/287/DZ_PG_06/ZM4376/WD2/1/DIA2017-05-19,287/DZ_PG_06/ZM4376/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG029,WD2,1
287,test/your installation/288/DZ_PG_22/ZM4349/WD2/1/DIA2017-05-19,288/DZ_PG_22/ZM4349/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG121,WD2,1
288,test/your installation/289/DZ_PG_37/ZM4364/WD2/1/DIA2017-05-19,289/DZ_PG_37/ZM4364/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG167,WD2,1
289,test/your installation/290/DZ_PG_49/ZM4389/WD2/1/DIA2017-05-19,290/DZ_PG_49/ZM4389/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG228,WD2,1
290,test/your installation/291/DZ_PG_17/ZM4348/WD2/1/DIA2017-05-19,291/DZ_PG_17/ZM4348/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG110,WD2,1
291,test/your installation/292/DZ_PG_72/ZM4398/WD2/1/DIA2017-05-19,292/DZ_PG_72/ZM4398/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG314,WD2,1
292,test/your installation/293/DZ_PG_47/ZM4362/WD2/1/DIA2017-05-19,293/DZ_PG_47/ZM4362/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG202,WD2,1
293,test/your installation/294/DZ_PG_13/ZM4379/WD2/1/DIA2017-05-19,294/DZ_PG_13/ZM4379/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG089,WD2,1
294,test/your installation/295/DZ_PG_25/ZM4382/WD2/1/DIA2017-05-19,295/DZ_PG_25/ZM4382/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG136,WD2,1
295,test/your installation/296/DZ_PG_24/ZM4342/WD2/1/DIA2017-05-19,296/DZ_PG_24/ZM4342/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG131,WD2,1
